Слово,Транскрипция
ошлаковывать,ɐʂɫɐkovɨvətʲ
ошлаковываться,ɐʂɫɐkovɨvət͡sə
ошлифованный,ɐʂlʲɪfovənːɨɪ̯
ошлифовать,ɐʂlʲɪfɐvatʲ
ошлифоваться,ɐʂlʲɪfɐvat͡sːə
ошлифовывать,ɐʂlʲɪfovɨvətʲ
ошлифовываться,ɐʂlʲɪfovɨvət͡sə
ошлихтованный,ɐʂlʲɪxtovənːɨɪ̯
ошлихтовать,ɐʂlʲɪxtɐvatʲ
ошлихтовывать,ɐʂlʲɪxtovɨvətʲ
ошлихтовываться,ɐʂlʲɪxtovɨvət͡sə
ошлюзованный,ɐʂlʲʊzovənːɨɪ̯
ошлюзовать,ɐʂlʲʊzɐvat
ошлюзовывать,ɐʂlʲʊzovɨvətʲ
ошлюзовываться,ɐʂlʲʊzovɨvət͡sə
ошметок,ɐʂmʲɵtək
ошметья,ɐʂmʲɵtʲɪ̯ə
ошмётки,ɐʂmʲɵtək
ошмёток,ɐʂmʲɵtək
ошпаренный,ɐʂparʲɪnːɨɪ̯
ошпаривание,ɐʂparʲɪvənʲɪɪ̯ə
ошпаривать,ɐʂparʲɪvətʲ
ошпариваться,ɐʂparʲɪvət͡sə
ошпарить,ɐʂparʲɪtʲ
ошпариться,ɐʂparʲɪt͡sə
ошпырок,ɐʂpɨrək
ошский,oʂskʲɪɪ̯
оштрафованный,ɐʂtrɐfovənːɨɪ̯
оштрафовать,ɐʂtrəfɐvatʲ
оштрафовывать,ɐʂtrɐfovɨvətʲ
оштрафовываться,ɐʂtrɐfovɨvət͡sə
оштукатуренный,ɐʂtʊkɐturʲɪnːɨɪ̯
оштукатуривание,ɐʂtʊkɐturʲɪvənʲɪɪ̯ə
оштукатуривать,ɐʂtʊkɐturʲɪvətʲ
оштукатуриваться,ɐʂtʊkɐturʲɪvət͡sə
оштукатурить,ɐʂtʊkɐturʲɪtʲ
оштукатуриться,ɐʂtʊkɐturʲɪt͡sə
ошурки,ɐʂurkʲɪ
ошуюю,ɐʂujʉɪ̯ʊ
ощелачивание,ɐɕːɪɫat͡ɕɪvənʲɪɪ̯ə
ощенить,ɐɕːɪnʲitʲ
ощениться,ɐɕːɪnʲit͡sːə
ощеренный,ɐɕːerʲɪnːɨɪ̯
ощеривать,ɐɕːerʲɪvətʲ
ощериваться,ɐɕːerʲɪvət͡sə
ощерить,ɐɕːerʲɪtʲ
ощериться,ɐɕːerʲɪt͡sə
ощерять,ɐɕːɪrʲætʲ
ощеряться,ɐɕːɪrʲat͡sːə
ощетиненный,ɐɕːɪtʲinʲɪnːɨɪ̯
ощетинивать,ɐɕːɪtʲinʲɪvətʲ
ощетиниваться,ɐɕːɪtʲinʲɪvət͡sə
ощетинить,ɐɕːɪtʲinʲɪtʲ
ощетиниться,ɐɕːɪtʲinʲɪt͡sə
ощипанный,ɐɕːipənːɨɪ̯
ощипать,ɐɕːɪpatʲ
ощипаться,ɐɕːɪpat͡sːə
ощипывание,ɐɕːipɨvənʲɪɪ̯ə
ощипывать,ɐɕːipɨvətʲ
ощипываться,ɐɕːipɨvət͡sə
ощупанный,ɐɕːupənːɨɪ̯
ощупать,ɐɕːupətʲ
ощупаться,ɐɕːupət͡sə
ощупывание,ɐɕːupɨvənʲɪɪ̯ə
ощупывать,ɐɕːupɨvətʲ
ощупываться,ɐɕːupɨvət͡sə
ощупь,oɕːʉpʲ
ощупью,oɕːʉpʲɪ̯ʊ
ощутимо,ɐɕːʉtʲimə
ощутимость,ɐɕːʉtʲiməsʲtʲ
ощутимый,ɐɕːʉtʲimɨɪ̯
ощутительно,ɐɕːʉtʲitʲɪlʲnə
ощутительность,ɐɕːʉtʲitʲɪlʲnəsʲtʲ
ощутительный,ɐɕːʉtʲitʲɪlʲnɨɪ̯
ощутить,ɐɕːʉtʲitʲ
ощущать,ɐɕːʉɕːatʲ
ощущаться,ɐɕːʉɕːat͡sːə
ощущение,ɐɕːʉɕːenʲɪɪ̯ə
ощущеньице,ɐɕːʉɕːenʲɪ̯ɪt͡sə
ощущённый,ɐɕːʉɕːɵnːɨɪ̯
оягнить,ɐɪ̯ɪɡnʲitʲ
оягниться,ɐɪ̯ɪɡnʲit͡sːə
ояловевший,ɐjaɫəvʲɪfʂɨɪ̯
ояловеть,ɐjaɫəvʲɪtʲ
ПВО,pɛvɛo
ПВХ,pɛvɛxa
ПДК,pɛdɛka
ПДН,pɛdɛɛn
ПДУ,pɛd̪ɛu
ПЗУ,pɛ zɛ u
ПК,pɛka
ПТР,pɛtɛɛr
ПТС,pɛtɛɛs
ПТУ,pɛtɛu
ПЭВМ,pɛvɛɛm
Пнин,pnʲin
Пнёв,pnʲɵf
Птицын,ptʲit͡sɨn
Птичкин,ptʲit͡ɕkʲɪn
Пхеньян,pxʲɪnʲjan
Пчелинцев,pt͡ɕɪlʲint͡sɨf
Пчёлкин,pt͡ɕɵɫkʲɪn
Пыхов,pɨxəf
Пьер,pʲjer
Пятаев,pʲɪtaɪ̯ɪf
Пятаков,pʲɪtɐkof
Пятидесятница,pʲɪtʲɪdʲɪsʲætʲnʲɪt͡sə
Пятикнижие,pʲɪtʲɪknʲiʐɨɪ̯ə
Пятилеткин,pʲɪtʲɪlʲetkʲɪn
Пяткин,pʲatkʲɪn
Пятницкая,pʲætʲnʲɪt͡skʲɪɪ̯
Пятницкий,pʲætʲnʲɪt͡skʲɪɪ̯
Пётр,pʲɵtr
п-образный,pɛ ɐbraznɨɪ̯
пневматик,pnʲɪvmatʲɪk
пневматика,pnʲɪvmatʲɪkə
пневматически,pnʲɪvmɐtʲit͡ɕɪskʲɪ
пневматический,pnʲɪvmɐtʲit͡ɕɪskʲɪɪ̯
пневматолиз,pnʲɪvmɐtolʲɪs
пневматофор,pnʲɪvmətɐfor
пневмеркатор,pnʲɪvmʲɪrkatər
пневмоавтомат,ˌpnʲevmɐɐftɐmat
пневмоавтоматика,ˌpnʲevmɐɐftɐmatʲɪkə
пневмоагрегат,ˌpnʲevmɐɐɡrʲɪɡat
пневмоаккумулятор,ˌpnʲevmɐɐkʊmʊlʲatər
пневмоангиография,ˌpnʲevmɐɐnɡʲɪɐɡrafʲɪɪ̯ə
пневмоаппарат,ˌpnʲevmɐɐpɐrat
пневмобетон,ˌpnʲevməbʲɪton
пневмовакуумный,ˌpnʲevmɐvakʊʊmnɨɪ̯
пневмовоз,pnʲɪvmɐvos
пневмогеморрагический,ˌpnʲevməɡʲɪmərɐɡʲit͡ɕɪskʲɪɪ̯
пневмогемоторакс,ˌpnʲevməɡʲɪmɐtorəks
пневмогидравлика,ˌpnʲevməɡʲɪdravlʲɪkə
пневмогидравлический,ˌpnʲevməɡʲɪdrɐvlʲit͡ɕɪskʲɪɪ̯
пневмогидропривод,ˌpnʲevməɡʲɪdrɐprʲivət
пневмогидроторакс,ˌpnʲevməɡʲɪdrɐtorəks
пневмогидроусилитель,ˌpnʲevməɡʲɪdrəʊsʲɪlʲitʲɪlʲ
пневмограмма,pnʲɪvmɐɡramːə
пневмограф,pnʲɪvmoɡrəf
пневмография,pnʲɪvmɐɡrafʲɪɪ̯ə
пневмодатчик,ˌpnʲevmɐdat͡ɕːɪk
пневмодвигатель,ˌpnʲevmɐdvʲiɡətʲɪlʲ
пневмодроссель,ˌpnʲevmɐdrosʲɪlʲ
пневмозубило,ˌpnʲevməzʊbʲiɫə
пневмоизлучатель,pnʲɪvməɪzɫʊt͡ɕætʲɪlʲ
пневмоизмерение,ˌpnʲevməɪzmʲɪrʲenʲɪɪ̯ə
пневмокардиограф,ˌpnʲevməkərdʲɪoɡrəf
пневмокаток,ˌpnʲevməkɐtok
пневмоклапан,ˌpnʲevmɐkɫapən
пневмококковый,pnʲɪvmɐkokəvɨɪ̯
пневмоколесо,ˌpnʲevməkəlʲɪso
пневмоколёсный,ˌpnʲevməkɐlʲɵsnɨɪ̯
пневмокониоз,ˌpnʲevməkənʲɪos
пневмоконструкция,ˌpnʲevməkɐnstrukt͡sɨɪ̯ə
пневмоконтейнерный,ˌpnʲevməkɐntɛɪ̯nʲɪrnɨɪ̯
пневмокостюм,ˌpnʲevməkɐsʲtʲum
пневмолиз,pnʲɪvmolʲɪs
пневмолизин,pnʲɪvməlʲɪzʲin
пневмолиния,pnʲɪvmɐlʲinʲɪɪ̯ə
пневмология,pnʲɪvmɐɫoɡʲɪɪ̯ə
пневмомагистраль,ˌpnʲevməməɡʲɪstralʲ
пневмомаммография,ˌpnʲevməməmɐɡrafʲɪɪ̯ə
пневмоманометр,ˌpnʲevməmɐnomʲɪtr
пневмомашина,ˌpnʲevməmɐʂɨnə
пневмометрический,pnʲɪvməmʲɪtrʲit͡ɕɪskʲɪɪ̯
пневмометрия,pnʲɪvməmʲɪtrʲiɪ̯ə
пневмомеханический,ˌpnʲevməmʲɪxɐnʲit͡ɕɪskʲɪɪ̯
пневмомикоз,ˌpnʲevməmʲɪkos
пневмонасос,ˌpnʲevmənɐsos
пневмоника,pnʲɪvmonʲɪkə
пневмония,pnʲɪvmɐnʲiɪ̯ə
пневмооболочка,ˌpnʲevmɐɐbɐɫot͡ɕkə
пневмооборудование,ˌpnʲevmɐɐbɐrudəvənʲɪɪ̯ə
пневмооксигенатор,ˌpnʲevmɐɐksʲɪɡʲɪnatər
пневмоопора,ˌpnʲevmɐɐporə
пневмоочиститель,ˌpnʲevmɐɐt͡ɕɪsʲtʲitʲɪlʲ
пневмопатия,pnʲɪvməpɐtʲiɪ̯ə
пневмоперикард,ˌpnʲevməpʲɪrʲɪkart
пневмоперфоратор,ˌpnʲevməpʲɪrfɐratər
пневмопиелография,ˌpnʲevməpʲɪɛɫɐɡrafʲɪɪ̯ə
пневмоплеврит,ˌpnʲevməplʲɪvrʲit
пневмоподдержка,ˌpnʲevməpɐdʲːerʂkə
пневмоподставка,ˌpnʲevməpɐt͡stafkə
пневмоподушка,ˌpnʲevməpɐduʂkə
пневмопоезд,ˌpnʲevmɐpoɪ̯ɪst
пневмопочта,ˌpnʲevmɐpot͡ɕtə
пневмопривод,ˌpnʲevmɐprʲivət
пневмопробойник,ˌpnʲevməprɐboɪ̯nʲɪk
пневмопровод,ˌpnʲevməprɐvot
пневмопрядильный,ˌpnʲevməprʲɪdʲilʲnɨɪ̯
пневморадиография,ˌpnʲevmərədʲɪɐɡrafʲɪɪ̯ə
пневморазгрузка,ˌpnʲevmərɐzɡruskə
пневморапирный,ˌpnʲevmərɐpʲirnɨɪ̯
пневмораспылитель,ˌpnʲevmərəspɨlʲitʲɪlʲ
пневморегулятор,ˌpnʲevmərʲɪɡʊlʲatər
пневмореле,ˌpnʲevmərɛlʲe
пневморентгенография,ˌpnʲevmərʲɪnɡʲɪnɐɡrafʲɪɪ̯ə
пневмосепаратор,ˌpnʲevməsʲɪpɐratər
пневмосиликоз,ˌpnʲevməsʲɪlʲɪkos
пневмосинус,ˌpnʲevmɐsʲinʊs
пневмосинусит,ˌpnʲevməsʲɪnʊsʲit
пневмосистема,ˌpnʲevməsʲɪsʲtʲemə
пневмосклероз,ˌpnʲevməsklʲɪros
пневмоскоп,pnʲɪvmɐskop
пневмосоединение,ˌpnʲevməsəɪ̯ɪdʲɪnʲenʲɪɪ̯ə
пневмосопротивление,ˌpnʲevməsəprətʲɪvlʲenʲɪɪ̯ə
пневмосортирование,ˌpnʲevməsərtʲɪrɐvanʲɪɪ̯ə
пневмостатический,pnʲɪvməstɐtʲit͡ɕɪskʲɪɪ̯
пневмосхема,ˌpnʲevmɐsxʲemə
пневмотаксис,pnʲɪvmɐtaksʲɪs
пневмотахограф,ˌpnʲevmətɐxoɡrəf
пневмотахометр,ˌpnʲevmətɐxomʲɪtr
пневмотерапия,ˌpnʲevmətʲɪrɐpʲiɪ̯ə
пневмотоксин,ˌpnʲevmətɐksʲin
пневмотомия,ˌpnʲevmətɐmʲiɪ̯ə
пневмоторакс,pnʲɪvmɐtorəks
пневмотормоз,ˌpnʲevmɐtorməs
пневмотранспорт,ˌpnʲevmɐtranspərt
пневмотранспортер,ˌpnʲevmətrənspɐrtʲɵr
пневмотранспортировка,ˌpnʲevmətrənspərtʲɪrofkə
пневмотранспортный,ˌpnʲevmɐtranspərtnɨɪ̯
пневмотранспортёр,ˌpnʲevmətrənspɐrtʲɵr
пневмотрасса,ˌpnʲevmɐtrasːə
пневмотрубопровод,ˌpnʲevmətrʊbəprɐvot
пневмотумблер,ˌpnʲevmɐtumblʲɪr
пневмоударник,ˌpnʲevməʊdarnʲɪk
пневмоусилитель,ˌpnʲevməʊsʲɪlʲitʲɪlʲ
пневмоустройство,ˌpnʲevməʊstroɪ̯stvə
пневмофиброз,ˌpnʲevməfʲɪbros
пневмоход,pnʲɪvmɐxot
пневмохолецистит,ˌpnʲevməxəlʲɪt͡sɨsʲtʲit
пневмоцилиндр,ˌpnʲevmət͡sɨlʲindr
пневмоциста,pnʲɪvmɐt͡sɨstə
пневмоцистоз,pnʲɪvmət͡sɨstos
пневмошпиндель,ˌpnʲevmɐʂpʲinʲdʲɪlʲ
пневмоэмпиема,ˌpnʲevməɛm⁽ʲ⁾pʲɪɛmə
пневмоэнергия,ˌpnʲevməɛnɛrɡʲɪɪ̯ə
пневмоэнтерит,ˌpnʲevməɛntɛrʲit
пневмоэнцефалограмма,ˌpnʲevməɛnt͡sɨfəɫɐɡramːə
пневмоэнцефалография,ˌpnʲevməɛnt͡sɨfəɫɐɡrafʲɪɪ̯ə
пневмоёмкость,ˌpnʲevmɐjɵmkəsʲtʲ
пнекорчеватель,ˌpnʲekərt͡ɕɪvatʲɪlʲ
пнистый,pnʲistɨɪ̯
пнище,pnʲiɕːɪ
пнуть,pnutʲ
птах,ptax
птаха,ptaxə
пташечка,ptaʂɨt͡ɕkə
пташка,ptaʂkə
птенец,ptʲɪnʲet͡s
птенцовый,ptʲɪnt͡sovɨɪ̯
птенчик,ptʲenʲt͡ɕɪk
птеранодон,ptʲɪrənɐdon
птеригиум,ptʲɪrʲiɡʲɪʊm
птеродактиль,ptʲɪrɐdaktʲɪlʲ
птерозавр,ptʲɪrɐzavr
птиалин,ptʲɪɐlʲin
птифур,ptʲɪfur
птица,ptʲit͡sə
птица-носорог,ptʲit͡sə nəsɐrok
птица-секретарь,ptʲit͡sə sʲɪkrʲɪtarʲ
птицевод,ptʲɪt͡sɨvot
птицеводство,ptʲɪt͡sɨvot͡stvə
птицеводческий,ptʲɪt͡sɨvot͡ɕːɪskʲɪɪ̯
птицеед,ptʲɪt͡sɨjet
птицекомбинат,ˌptʲit͡sɨkəm⁽ʲ⁾bʲɪnat
птицелов,ptʲɪt͡sɨɫof
птицеловный,ptʲɪt͡sɨɫovnɨɪ̯
птицеловство,ptʲɪt͡sɨɫofstvə
птицемлечник,ˌptʲit͡sɨmlʲet͡ɕnʲɪk
птиценожка,ptʲɪt͡sɨnoʂkə
птицеобразный,ptʲɪt͡sɨɐbraznɨɪ̯
птицеоткормочный,ˌptʲit͡sɨɐtkormət͡ɕnɨɪ̯
птицеперерабатывающий,ˌptʲit͡sɨpʲɪrʲɪrɐbatɨvəjʉɕːɪɪ̯
птицеподобный,ptʲɪt͡sɨpɐdobnɨɪ̯
птицетазовый,ptʲɪt͡sɨtazəvɨɪ̯
птицефабрика,ˌptʲit͡sɨfabrʲɪkə
птицеферма,ˌptʲit͡sɨfʲermə
птичий,ptʲit͡ɕɪɪ̯
птичка,ptʲit͡ɕkə
птичник,ptʲit͡ɕnʲɪk
птичница,ptʲit͡ɕnʲɪt͡sə
птоз,ptos
птолемеев,ptəlʲɪmʲeɪ̯ɪf
пфальцграф,pfɐlʲd͡zɡraf
пфальцграфский,pfɐlʲd͡zɡrafskʲɪɪ̯
пфенниг,pfʲenʲɪk
пхать,pxatʲ
пхаться,pxat͡sːə
пхеньян,pxʲɪnʲjan
пхеньянец,pxʲɪnʲjænʲɪt͡s
пхеньянцы,pxʲɪnʲjænʲɪt͡s
пхнуть,pxnutʲ
пчела,pt͡ɕɪɫa
пчела-листорез,pt͡ɕɪɫa lʲɪstɐrʲes
пчела-плотник,pt͡ɕɪɫa pɫotʲnʲɪk
пчелиный,pt͡ɕɪlʲinɨɪ̯
пчелка,pt͡ɕɵɫkə
пчеловод,pt͡ɕɪɫɐvot
пчеловодный,pt͡ɕɪɫɐvodnɨɪ̯
пчеловодство,pt͡ɕɪɫɐvot͡stvə
пчеловодческий,pt͡ɕɪɫɐvot͡ɕːɪskʲɪɪ̯
пчелоед,pt͡ɕɪɫɐjet
пчелолечение,pt͡ɕɪɫəlʲɪt͡ɕenʲɪɪ̯ə
пчелоопыление,ˌpt͡ɕeɫɐɐpɨlʲenʲɪɪ̯ə
пчелопитомник,pt͡ɕɪɫəpʲɪtomnʲɪk
пчелосемья,ˌpt͡ɕeɫəsʲɪmʲja
пчелотерапия,pt͡ɕɪɫətʲɪrɐpʲiɪ̯ə
пчелоферма,pt͡ɕɪɫɐfʲermə
пчельник,pt͡ɕelʲnʲɪk
пчельня,pt͡ɕelʲnʲə
пчёлка,pt͡ɕɵɫkə
пшат,pʂat
пшек,pʂɛk
пшеница,pʂɨnʲit͡sə
пшеничка,pʂɨnʲit͡ɕkə
пшеничник,pʂɨnʲit͡ɕnʲɪk
пшеничный,pʂɨnʲit͡ɕnɨɪ̯
пшенник,pʂonʲːɪk
пшенный,pʂonːɨɪ̯
пшено,pʂɨno
пшик,pʂɨk
пшикать,pʂɨkətʲ
пшют,pɕːut
пшютоватый,pɕːʊtɐvatɨɪ̯
пшёнка,pʂonkə
пшённик,pʂonʲːɪk
пшённый,pʂonːɨɪ̯
пыж,pɨʂ
пыжащийся,pɨʐəɕːɪɪ̯sʲə
пыжик,pɨʐɨk
пыжиковый,pɨʐɨkəvɨɪ̯
пыжиться,pɨʐɨt͡sə
пыжьян,pɨʐjan
пыл,pɨɫ
пылать,pɨɫatʲ
пылевидный,pɨlʲɪvʲidnɨɪ̯
пылевлагонепроницаемый,ˌpɨlʲɪˌvɫaɡənʲɪprənʲɪt͡saɪ̯ɪmɨɪ̯
пылеводонепроницаемый,ˌpɨlʲɪˌvodənʲɪprənʲɪt͡saɪ̯ɪmɨɪ̯
пылевой,pɨlʲɪvoɪ̯
пылегазоулавливающий,ˌpɨlʲɪˌɡazəʊɫavlʲɪvəjʉɕːɪɪ̯
пылезащитный,ˌpɨlʲɪzɐɕːitnɨɪ̯
пылемер,pɨlʲɪmʲer
пыленепроницаемость,ˌpɨlʲɪnʲɪprənʲɪt͡saɪ̯ɪməsʲtʲ
пыленепроницаемый,ˌpɨlʲɪnʲɪprənʲɪt͡saɪ̯ɪmɨɪ̯
пылеобразный,pɨlʲɪɐbraznɨɪ̯
пылеотталкивающий,ˌpɨlʲɪɐtːaɫkʲɪvəjʉɕːɪɪ̯
пылеочиститель,ˌpɨlʲɪət͡ɕɪsʲtʲitʲɪlʲ
пылеподавление,ˌpɨlʲɪpədɐvlʲenʲɪɪ̯ə
пылесос,pɨlʲɪsos
пылесосить,pɨlʲɪsosʲɪtʲ
пылесосный,pɨlʲɪsosnɨɪ̯
пылеугольный,pɨlʲɪuɡəlʲnɨɪ̯
пылеудаление,ˌpɨlʲɪʊdɐlʲenʲɪɪ̯ə
пылеулавливание,ˌpɨlʲɪʊɫavlʲɪvənʲɪɪ̯ə
пылеулавливатель,ˌpɨlʲɪʊɫavlʲɪvətʲɪlʲ
пылеулавливающий,ˌpɨlʲɪʊɫavlʲɪvəjʉɕːɪɪ̯
пылеуловитель,ˌpɨlʲɪʊɫɐvʲitʲɪlʲ
пылинка,pɨlʲinkə
пылиночка,pɨlʲinət͡ɕkə
пылить,pɨlʲitʲ
пылиться,pɨlʲit͡sːə
пылища,pɨlʲiɕːə
пылкий,pɨɫkʲɪɪ̯
пылко,pɨɫkə
пылкость,pɨɫkəsʲtʲ
пыль,pɨlʲ
пыльник,pɨlʲnʲɪk
пыльно,pɨlʲnə
пыльный,pɨlʲnɨɪ̯
пыльца,pɨlʲt͡sa
пыльцевой,pɨlʲt͡sɨvoɪ̯
пыльцевход,pɨlʲt͡sɨfxot
пыльцеед,pɨlʲt͡sɨjet
пылюга,pɨlʲuɡə
пырей,pɨrʲeɪ̯
пырейник,pɨrʲeɪ̯nʲɪk
пырейный,pɨrʲeɪ̯nɨɪ̯
пырнуть,pɨrnutʲ
пырсканье,pɨrskənʲɪ̯ə
пырскать,pɨrskətʲ
пырснуть,pɨrsnʊtʲ
пырь,pɨrʲ
пырять,pɨrʲætʲ
пытанный,pɨtənːɨɪ̯
пытать,pɨtatʲ
пытаться,pɨtat͡sːə
пытка,pɨtkə
пытливо,pɨtlʲivə
пытливость,pɨtlʲivəsʲtʲ
пытливый,pɨtlʲivɨɪ̯
пыточный,pɨtət͡ɕnɨɪ̯
пых,pɨx
пыхать,pɨxətʲ
пыхнуть,pɨxnutʲ
пыхтение,pɨxtʲenʲɪɪ̯ə
пыхтеть,pɨxtʲetʲ
пыхтеться,pɨxtʲet͡sːə
пышечка,pɨʂɨt͡ɕkə
пышечная,pɨʂɨt͡ɕnəɪ̯ə
пышка,pɨʂkə
пышнеть,pɨʂnʲetʲ
пышно,pɨʂnə
пышнобородый,pɨʂnəbɐrodɨɪ̯
пышноволосый,pɨʂnəvɐɫosɨɪ̯
пышногривый,pɨʂnɐɡrʲivɨɪ̯
пышногрудый,pɨʂnɐɡrudɨɪ̯
пышнословие,pɨʂnɐsɫovʲɪɪ̯ə
пышность,pɨʂnəsʲtʲ
пышнотелый,pɨʂnɐtʲeɫɨɪ̯
пышнохвостый,pɨʂnɐxvostɨɪ̯
пышный,pɨʂnɨɪ̯
пышущий,pɨʂʊɕːɪɪ̯
пье,pʲje
пьедестал,pʲɪ̯ɪdʲɪstaɫ
пьедра,pʲjedrə
пьеза,pʲjezə
пьезодатчик,ˌpʲjezɐdat͡ɕːɪk
пьезодвигатель,ˌpʲjezɐdvʲiɡətʲɪlʲ
пьезодиэлектрический,ˌpʲjezədʲɪɛlʲɪktrʲit͡ɕɪskʲɪɪ̯
пьезокардиограмма,ˌpʲjezəkərdʲɪɐɡramːə
пьезокварц,ˌpʲjezɐkvart͡s
пьезокерамика,ˌpʲjezəkʲɪramʲɪkə
пьезокерамический,ˌpʲjezəkʲɪrɐmʲit͡ɕɪskʲɪɪ̯
пьезоконстанта,ˌpʲjezəkɐnstantə
пьезокристалл,ˌpʲjezəkrʲɪstaɫ
пьезомагнетизм,ˌpʲjezəməɡnʲɪtʲizm
пьезомагнитный,ˌpʲjezəmɐɡnʲitnɨɪ̯
пьезометр,pʲɪ̯ɪzomʲɪtr
пьезометрический,pʲɪ̯ɪzəmʲɪtrʲit͡ɕɪskʲɪɪ̯
пьезометрия,pʲɪ̯ɪzəmʲɪtrʲiɪ̯ə
пьезомодуль,ˌpʲjezɐmodʊlʲ
пьезооптический,ˌpʲjezɐɐptʲit͡ɕɪskʲɪɪ̯
пьезопластинка,ˌpʲjezəpɫɐsʲtʲinkə
пьезопроводимость,ˌpʲjezəprəvɐdʲiməsʲtʲ
пьезоэлектрик,ˌpʲjezəɛlʲektrʲɪk
пьезоэлектрический,ˌpʲjezəɛlʲɪktrʲit͡ɕɪskʲɪɪ̯
пьезоэлектричество,ˌpʲjezəɛlʲɪktrʲit͡ɕɪstvə
пьезоэлемент,ˌpʲjezəɛlʲɪmʲent
пьезоэффект,ˌpʲjezəɛfʲekt
пьексы,pʲjeksɨ
пьемонтец,pʲɪ̯ɪmonʲtʲɪt͡s
пьемонтский,pʲɪ̯ɪmontskʲɪɪ̯
пьемонтцы,pʲɪ̯ɪmonʲtʲɪt͡s
пьеро,pʲɪ̯ɪro
пьеса,pʲjesə
пьеска,pʲjeskə
пьющий,pʲjʉɕːɪɪ̯
пьявица,pʲjævʲɪt͡sə
пьявка,pʲjafkə
пьяненький,pʲjænʲɪnʲkʲɪɪ̯
пьянеть,pʲɪ̯ɪnʲetʲ
пьянехонько,pʲɪ̯ɪnʲɵxənʲkə
пьяника,pʲɪ̯ɪnʲikə
пьянить,pʲɪ̯ɪnʲitʲ
пьяница,pʲjænʲɪt͡sə
пьянка,pʲjankə
пьяно,pʲjanə
пьянство,pʲjanstvə
пьянствовать,pʲjanstvəvətʲ
пьянущий,pʲɪ̯ɪnuɕːɪɪ̯
пьянчуга,pʲɪ̯ɪnʲt͡ɕuɡə
пьянчужка,pʲɪ̯ɪnʲt͡ɕuʂkə
пьяный,pʲjanɨɪ̯
пьянь,pʲjænʲ
пьянящий,pʲɪ̯ɪnʲæɕːɪɪ̯
пьянёхонький,pʲɪ̯ɪnʲɵxənʲkʲɪɪ̯
пьянёшенький,pʲɪ̯ɪnʲɵʂɨnʲkʲɪɪ̯
пэ,pɛ
пэр,pɛr
пэрство,pɛrstvə
пэтэушник,pɛtɛuʂnʲɪk
пэтэушница,pɛtɛuʂnʲɪt͡sə
пэтэушный,pɛtɛuʂnɨɪ̯
пэтээр,pɛtɛɛr
пюпитр,pʲʉpʲitr
пюре,pʲʊrɛ
пюсовый,pʲusəvɨɪ̯
пяденица,pʲɪdʲenʲɪt͡sə
пядень,pʲɪdʲenʲ
пядь,pʲætʲ
пялить,pʲælʲɪtʲ
пялиться,pʲælʲɪt͡sə
пялка,pʲaɫkə
пяло,pʲaɫə
пяльцы,pʲælʲt͡sɨ
пялящий,pʲælʲɪɕːɪɪ̯
пялящийся,pʲælʲɪɕːɪɪ̯sʲə
пяртнерс,pʲartnɛrs
пястка,pʲastkə
пястный,pʲasnɨɪ̯
пясть,pʲæsʲtʲ
пята,pʲɪta
пятак,pʲɪtak
пятаковый,pʲɪtɐkovɨɪ̯
пятачковый,pʲɪtɐt͡ɕkovɨɪ̯
пятачок,pʲɪtɐt͡ɕɵk
пятерик,pʲɪtʲɪrʲik
пятериковый,pʲɪtʲɪrʲɪkovɨɪ̯
пятеричный,pʲɪtʲɪrʲit͡ɕnɨɪ̯
пятерка,pʲɪtʲɵrkə
пятерной,pʲɪtʲɪrnoɪ̯
пятерня,pʲɪtʲɪrnʲa
пятеро,pʲætʲɪrə
пятиактный,pʲɪtʲɪaktnɨɪ̯
пятиалтынный,pʲɪtʲɪɐɫtɨnːɨɪ̯
пятибалльный,pʲɪtʲɪbalʲnɨɪ̯
пятиборец,pʲɪtʲɪborʲɪt͡s
пятиборка,pʲɪtʲɪborkə
пятиборье,pʲɪtʲɪborʲɪ̯ə
пятиведёрный,pʲɪtʲɪvʲɪdʲɵrnɨɪ̯
пятивершковый,pʲɪtʲɪvʲɪrʂkovɨɪ̯
пятивёрстка,pʲɪtʲɪvʲɵrstkə
пятиглавие,pʲɪtʲɪɡɫavʲɪɪ̯ə
пятиглавый,pʲɪtʲɪɡɫavɨɪ̯
пятигорец,pʲɪtʲɪɡorʲɪt͡s
пятигорский,pʲɪtʲɪɡorskʲɪɪ̯
пятигорчанин,pʲɪtʲɪɡɐrt͡ɕænʲɪn
пятигорчанка,pʲɪtʲɪɡɐrt͡ɕankə
пятигранник,pʲɪtʲɪɡranʲːɪk
пятигранный,pʲɪtʲɪɡranːɨɪ̯
пятидесятилетие,pʲɪˌtʲidʲɪsʲɪtʲɪlʲetʲɪɪ̯ə
пятидесятилетний,pʲɪˌtʲidʲɪsʲɪtʲɪlʲetʲnʲɪɪ̯
пятидесятипроцентный,pʲɪˌtʲidʲɪsʲɪtʲɪprɐt͡sɛntnɨɪ̯
пятидесятирублёвый,pʲɪˌtʲidʲɪsʲɪtʲɪrʊblʲɵvɨɪ̯
пятидесятка,pʲɪtʲɪdʲɪsʲatkə
пятидесятник,pʲɪtʲɪdʲɪsʲætʲnʲɪk
пятидесятники,pʲɪtʲɪdʲɪsʲætʲnʲɪk
пятидесятница,pʲɪtʲɪdʲɪsʲætʲnʲɪt͡sə
